,Away_Behinds,Away_Goals,Away_Team,Away_Total,Crowd,Date,Day,Home_Behinds,Home_Goals,Home_Team,Home_Total,Match_Link,Month,Round,Structured_Data,Time,Venue,Year,City,station_ID,URL,Rain
528,9,12,Carlton,81,"31,083",10,Sunday,17,18,Port Adelaide,125,No Match Report,August,Not Defined,2003-08-10 00:00:00,No time provided,AAMI Stadium,2003,Adelaide,106666407&p_stn_num=023090,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2003&p_c=-106666407&p_stn_num=023090,0
529,8,12,Western Bulldogs,80,"36,138",10,Sunday,15,22,Essendon,147,No Match Report,August,Not Defined,2003-08-10 00:00:00,No time provided,Etihad Stadium,2003,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2003&p_c=-1487228352&p_stn_num=086232,0
530,9,15,Fremantle,99,"18,486",10,Sunday,8,15,Kangaroos,98,No Match Report,August,Not Defined,2003-08-10 00:00:00,No time provided,MCG,2003,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2003&p_c=-1487228352&p_stn_num=086232,0
531,5,11,Adelaide,71,"45,367",15,Friday,18,15,Collingwood,108,No Match Report,August,Not Defined,2003-08-15 00:00:00,No time provided,Etihad Stadium,2003,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2003&p_c=-1487228352&p_stn_num=086232,0
532,10,26,St Kilda,166,"22,361",16,Saturday,9,11,Carlton,75,No Match Report,August,Not Defined,2003-08-16 00:00:00,No time provided,Optus Oval,2003,Adelaide,106666407&p_stn_num=023090,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2003&p_c=-106666407&p_stn_num=023090,0
533,9,9,West Coast,63,"19,202",16,Saturday,9,9,Geelong,63,No Match Report,August,Not Defined,2003-08-16 00:00:00,No time provided,Simonds Stadium,2003,Geelong,1519479636&p_stn_num=087162,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2003&p_c=-1519479636&p_stn_num=087162,0.2
534,14,16,Hawthorn,110,"29,234",16,Saturday,12,14,Kangaroos,96,No Match Report,August,Not Defined,2003-08-16 00:00:00,No time provided,Etihad Stadium,2003,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2003&p_c=-1487228352&p_stn_num=086232,0
535,8,15,Melbourne,98,"28,032",16,Saturday,10,17,Port Adelaide,112,No Match Report,August,Not Defined,2003-08-16 00:00:00,No time provided,AAMI Stadium,2003,Adelaide,106666407&p_stn_num=023090,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2003&p_c=-106666407&p_stn_num=023090,0
536,6,14,Sydney,90,"32,988",17,Sunday,16,10,Brisbane Lions,76,No Match Report,August,Not Defined,2003-08-17 00:00:00,No time provided,Gabba,2003,Brisbane,334811501&p_stn_num=040913,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2003&p_c=-334811501&p_stn_num=040913,13.8
537,5,12,Western Bulldogs,77,"35,518",17,Sunday,25,18,Fremantle,133,No Match Report,August,Not Defined,2003-08-17 00:00:00,No time provided,Domain Stadium,2003,Perth,17056912&p_stn_num=009225,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2003&p_c=-17056912&p_stn_num=009225,0
538,11,7,Richmond,53,"40,846",17,Sunday,14,13,Essendon,92,No Match Report,August,Not Defined,2003-08-17 00:00:00,No time provided,MCG,2003,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2003&p_c=-1487228352&p_stn_num=086232,0.2
539,4,10,Carlton,64,"30,406",22,Friday,18,20,Hawthorn,138,No Match Report,August,Not Defined,2003-08-22 00:00:00,No time provided,MCG,2003,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2003&p_c=-1487228352&p_stn_num=086232,0
540,20,9,Kangaroos,74,"42,259",23,Saturday,4,10,Adelaide,64,No Match Report,August,Not Defined,2003-08-23 00:00:00,No time provided,AAMI Stadium,2003,Adelaide,106666407&p_stn_num=023090,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2003&p_c=-106666407&p_stn_num=023090,5.0
541,7,11,Fremantle,73,"42,256",23,Saturday,13,20,Essendon,133,No Match Report,August,Not Defined,2003-08-23 00:00:00,No time provided,Etihad Stadium,2003,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2003&p_c=-1487228352&p_stn_num=086232,0.2
542,8,13,Geelong,86,"30,515",23,Saturday,9,19,Brisbane Lions,123,No Match Report,August,Not Defined,2003-08-23 00:00:00,No time provided,Gabba,2003,Brisbane,334811501&p_stn_num=040913,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2003&p_c=-334811501&p_stn_num=040913,0
543,15,14,Collingwood,99,"72,393",23,Saturday,9,12,Sydney,81,No Match Report,August,Not Defined,2003-08-23 00:00:00,No time provided,ANZ Stadium,2003,Western Sydney,872504448&p_stn_num=066048,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2003&p_c=-872504448&p_stn_num=066048,0
544,12,3,Western Bulldogs,30,"15,637",24,Sunday,17,13,St Kilda,95,No Match Report,August,Not Defined,2003-08-24 00:00:00,No time provided,University of Tasmania Stadium,2003,Launceston,1664874821&p_stn_num=091237,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2003&p_c=-1664874821&p_stn_num=091237,32.4
545,7,14,Melbourne,91,"38,029",24,Sunday,17,21,West Coast,143,No Match Report,August,Not Defined,2003-08-24 00:00:00,No time provided,Domain Stadium,2003,Perth,17056912&p_stn_num=009225,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2003&p_c=-17056912&p_stn_num=009225,0
546,16,18,Port Adelaide,124,"15,920",24,Sunday,8,16,Richmond,104,No Match Report,August,Not Defined,2003-08-24 00:00:00,No time provided,Etihad Stadium,2003,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2003&p_c=-1487228352&p_stn_num=086232,10.8
547,13,9,Essendon,67,"68,381",29,Friday,11,12,Collingwood,83,No Match Report,August,Not Defined,2003-08-29 00:00:00,No time provided,MCG,2003,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2003&p_c=-1487228352&p_stn_num=086232,0
548,11,9,St Kilda,65,"20,728",30,Saturday,12,12,Geelong,84,No Match Report,August,Not Defined,2003-08-30 00:00:00,No time provided,Simonds Stadium,2003,Geelong,1519479636&p_stn_num=087162,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2003&p_c=-1519479636&p_stn_num=087162,
549,10,14,Sydney,94,"22,969",30,Saturday,6,9,Melbourne,60,No Match Report,August,Not Defined,2003-08-30 00:00:00,No time provided,MCG,2003,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2003&p_c=-1487228352&p_stn_num=086232,3.0
550,12,14,Fremantle,96,"43,027",30,Saturday,16,11,West Coast,82,No Match Report,August,Not Defined,2003-08-30 00:00:00,No time provided,Domain Stadium,2003,Perth,17056912&p_stn_num=009225,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2003&p_c=-17056912&p_stn_num=009225,0
551,14,26,Brisbane Lions,170,"22,361",30,Saturday,8,13,Western Bulldogs,86,No Match Report,August,Not Defined,2003-08-30 00:00:00,No time provided,Etihad Stadium,2003,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2003&p_c=-1487228352&p_stn_num=086232,3.0
552,6,12,Adelaide,78,"48,131",31,Sunday,10,14,Port Adelaide,94,No Match Report,August,Not Defined,2003-08-31 00:00:00,No time provided,AAMI Stadium,2003,Adelaide,106666407&p_stn_num=023090,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2003&p_c=-106666407&p_stn_num=023090,4.8
553,19,28,Kangaroos,187,"26,138",31,Sunday,9,9,Carlton,63,No Match Report,August,Not Defined,2003-08-31 00:00:00,No time provided,Etihad Stadium,2003,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2003&p_c=-1487228352&p_stn_num=086232,0.2
554,12,11,Hawthorn,78,"31,389",31,Sunday,8,11,Richmond,74,No Match Report,August,Not Defined,2003-08-31 00:00:00,No time provided,MCG,2003,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2003&p_c=-1487228352&p_stn_num=086232,0.2
555,9,8,Collingwood,57,"55,622",26,Friday,13,14,Richmond,97,No Match Report,March,Not Defined,2004-03-26 00:00:00,No time provided,MCG,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,0
556,12,8,Carlton,60,"34,177",27,Saturday,17,15,Fremantle,107,No Match Report,March,Not Defined,2004-03-27 00:00:00,No time provided,Domain Stadium,2004,Perth,17056912&p_stn_num=009225,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-17056912&p_stn_num=009225,0
557,10,10,Melbourne,70,"38,351",27,Saturday,17,17,Hawthorn,119,No Match Report,March,Not Defined,2004-03-27 00:00:00,No time provided,MCG,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,0
558,7,9,Geelong,61,"35,042",27,Saturday,8,19,St Kilda,122,No Match Report,March,Not Defined,2004-03-27 00:00:00,No time provided,Etihad Stadium,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,0
559,12,11,Sydney,78,"34,028",27,Saturday,14,11,Brisbane Lions,80,No Match Report,March,Not Defined,2004-03-27 00:00:00,No time provided,Gabba,2004,Brisbane,334811501&p_stn_num=040913,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-334811501&p_stn_num=040913,0
560,14,8,Essendon,62,"28,413",28,Sunday,20,23,Port Adelaide,158,No Match Report,March,Not Defined,2004-03-28 00:00:00,No time provided,AAMI Stadium,2004,Adelaide,106666407&p_stn_num=023090,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-106666407&p_stn_num=023090,0
561,14,10,Adelaide,74,"19,231",28,Sunday,11,23,Kangaroos,149,No Match Report,March,Not Defined,2004-03-28 00:00:00,No time provided,MCG,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,0
562,12,22,West Coast,144,"18,841",28,Sunday,17,20,Western Bulldogs,137,No Match Report,March,Not Defined,2004-03-28 00:00:00,No time provided,Etihad Stadium,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,0
563,4,12,Richmond,76,"33,406",2,Friday,15,20,Melbourne,135,No Match Report,April,Not Defined,2004-04-02 00:00:00,No time provided,MCG,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,0.2
564,19,13,Western Bulldogs,97,"40,044",3,Saturday,16,15,Collingwood,106,No Match Report,April,Not Defined,2004-04-03 00:00:00,No time provided,MCG,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,0.2
565,14,15,Brisbane Lions,104,"41,095",3,Saturday,17,11,Adelaide,83,No Match Report,April,Not Defined,2004-04-03 00:00:00,No time provided,AAMI Stadium,2004,Adelaide,106666407&p_stn_num=023090,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-106666407&p_stn_num=023090,0
566,10,18,Port Adelaide,118,"39,760",3,Saturday,13,17,West Coast,115,No Match Report,April,Not Defined,2004-04-03 00:00:00,No time provided,Domain Stadium,2004,Perth,17056912&p_stn_num=009225,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-17056912&p_stn_num=009225,0
567,16,13,St Kilda,94,"44,876",3,Saturday,12,8,Essendon,60,No Match Report,April,Not Defined,2004-04-03 00:00:00,No time provided,Etihad Stadium,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,0.2
568,11,10,Fremantle,71,"21,366",4,Sunday,12,15,Sydney,102,No Match Report,April,Not Defined,2004-04-04 00:00:00,No time provided,SCG,2004,Sydney,872874356&p_stn_num=066062,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-872874356&p_stn_num=066062,10.8
569,14,6,Geelong,50,"25,037",4,Sunday,8,16,Carlton,104,No Match Report,April,Not Defined,2004-04-04 00:00:00,No time provided,Optus Oval,2004,Adelaide,106666407&p_stn_num=023090,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-106666407&p_stn_num=023090,0
570,13,15,Kangaroos,103,"35,305",4,Sunday,8,11,Hawthorn,74,No Match Report,April,Not Defined,2004-04-04 00:00:00,No time provided,MCG,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,0
571,5,12,Collingwood,77,"36,467",8,Thursday,11,21,Brisbane Lions,137,No Match Report,April,Not Defined,2004-04-08 00:00:00,No time provided,Gabba,2004,Brisbane,334811501&p_stn_num=040913,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-334811501&p_stn_num=040913,0.2
572,10,16,Carlton,106,"36,273",10,Saturday,9,17,Kangaroos,111,No Match Report,April,Not Defined,2004-04-10 00:00:00,No time provided,MCG,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,0
573,11,20,West Coast,131,"33,195",10,Saturday,5,22,Essendon,137,No Match Report,April,Not Defined,2004-04-10 00:00:00,No time provided,Etihad Stadium,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,0
574,7,10,Geelong,67,"25,451",10,Saturday,13,10,Sydney,73,No Match Report,April,Not Defined,2004-04-10 00:00:00,No time provided,SCG,2004,Sydney,872874356&p_stn_num=066062,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-872874356&p_stn_num=066062,0
575,12,13,Hawthorn,90,"27,421",11,Sunday,15,26,Port Adelaide,171,No Match Report,April,Not Defined,2004-04-11 00:00:00,No time provided,AAMI Stadium,2004,Adelaide,106666407&p_stn_num=023090,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-106666407&p_stn_num=023090,0.8
576,16,8,Adelaide,64,"32,575",11,Sunday,13,10,Fremantle,73,No Match Report,April,Not Defined,2004-04-11 00:00:00,No time provided,Domain Stadium,2004,Perth,17056912&p_stn_num=009225,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-17056912&p_stn_num=009225,0
577,25,12,Melbourne,97,"27,767",11,Sunday,15,12,Western Bulldogs,87,No Match Report,April,Not Defined,2004-04-11 00:00:00,No time provided,MCG,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,1.4
578,9,10,Richmond,69,"43,468",12,Monday,18,16,St Kilda,114,No Match Report,April,Not Defined,2004-04-12 00:00:00,No time provided,Etihad Stadium,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,0.2
579,15,17,Essendon,117,"60,864",16,Friday,8,12,Carlton,80,No Match Report,April,Not Defined,2004-04-16 00:00:00,No time provided,MCG,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,0
580,16,10,Brisbane Lions,76,"39,666",17,Saturday,7,12,West Coast,79,No Match Report,April,Not Defined,2004-04-17 00:00:00,No time provided,Domain Stadium,2004,Perth,17056912&p_stn_num=009225,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-17056912&p_stn_num=009225,0
581,11,10,Port Adelaide,71,"20,093",17,Saturday,16,18,Melbourne,124,No Match Report,April,Not Defined,2004-04-17 00:00:00,No time provided,MCG,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,0
582,5,18,St Kilda,113,"42,219",17,Saturday,8,15,Adelaide,98,No Match Report,April,Not Defined,2004-04-17 00:00:00,No time provided,AAMI Stadium,2004,Adelaide,106666407&p_stn_num=023090,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-106666407&p_stn_num=023090,0.2
583,12,11,Richmond,78,"31,375",17,Saturday,13,19,Geelong,127,No Match Report,April,Not Defined,2004-04-17 00:00:00,No time provided,Etihad Stadium,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,0
584,13,18,Sydney,121,"14,891",18,Sunday,10,10,Kangaroos,70,No Match Report,April,Not Defined,2004-04-18 00:00:00,No time provided,Manuka Oval,2004,Canberra,986936890&p_stn_num=070246,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-986936890&p_stn_num=070246,0.5
585,16,12,Fremantle,88,"34,416",18,Sunday,12,7,Collingwood,54,No Match Report,April,Not Defined,2004-04-18 00:00:00,No time provided,Etihad Stadium,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,6.2
586,13,16,Western Bulldogs,109,"24,959",18,Sunday,13,14,Hawthorn,97,No Match Report,April,Not Defined,2004-04-18 00:00:00,No time provided,MCG,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,6.2
587,8,21,Adelaide,134,"25,267",23,Friday,5,9,Richmond,59,No Match Report,April,Not Defined,2004-04-23 00:00:00,No time provided,Etihad Stadium,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,19.6
588,7,6,West Coast,43,"18,018",24,Saturday,8,14,Carlton,92,No Match Report,April,Not Defined,2004-04-24 00:00:00,No time provided,Optus Oval,2004,Adelaide,106666407&p_stn_num=023090,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-106666407&p_stn_num=023090,0
589,17,8,Kangaroos,65,"38,896",24,Saturday,10,20,St Kilda,130,No Match Report,April,Not Defined,2004-04-24 00:00:00,No time provided,Etihad Stadium,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,19.4
590,9,17,Melbourne,111,"33,127",24,Saturday,9,15,Sydney,99,No Match Report,April,Not Defined,2004-04-24 00:00:00,No time provided,ANZ Stadium,2004,Western Sydney,872504448&p_stn_num=066048,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-872504448&p_stn_num=066048,0
591,8,9,Hawthorn,62,"34,526",24,Saturday,26,14,Brisbane Lions,110,No Match Report,April,Not Defined,2004-04-24 00:00:00,No time provided,Gabba,2004,Brisbane,334811501&p_stn_num=040913,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-334811501&p_stn_num=040913,0
592,10,17,Essendon,112,"57,294",25,Sunday,13,11,Collingwood,79,No Match Report,April,Not Defined,2004-04-25 00:00:00,No time provided,MCG,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,0
593,7,14,Geelong,91,"35,021",25,Sunday,9,18,Fremantle,117,No Match Report,April,Not Defined,2004-04-25 00:00:00,No time provided,Domain Stadium,2004,Perth,17056912&p_stn_num=009225,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-17056912&p_stn_num=009225,0
594,22,7,Western Bulldogs,64,"26,839",25,Sunday,17,17,Port Adelaide,119,No Match Report,April,Not Defined,2004-04-25 00:00:00,No time provided,AAMI Stadium,2004,Adelaide,106666407&p_stn_num=023090,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-106666407&p_stn_num=023090,0
595,5,13,Hawthorn,83,"37,947",30,Friday,12,12,Richmond,84,No Match Report,April,Not Defined,2004-04-30 00:00:00,No time provided,Etihad Stadium,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,0.2
596,6,19,Western Bulldogs,120,"7,222",1,Saturday,11,18,Kangaroos,119,No Match Report,May,Not Defined,2004-05-01 00:00:00,No time provided,Manuka Oval,2004,Canberra,986936890&p_stn_num=070246,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-986936890&p_stn_num=070246,0
597,8,15,Sydney,98,"38,946",1,Saturday,12,16,Essendon,108,No Match Report,May,Not Defined,2004-05-01 00:00:00,No time provided,MCG,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,3.8
598,11,12,Fremantle,83,"42,135",1,Saturday,7,11,West Coast,73,No Match Report,May,Not Defined,2004-05-01 00:00:00,No time provided,Domain Stadium,2004,Perth,17056912&p_stn_num=009225,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-17056912&p_stn_num=009225,0
599,7,14,Brisbane Lions,91,"52,539",1,Saturday,14,13,St Kilda,92,No Match Report,May,Not Defined,2004-05-01 00:00:00,No time provided,Etihad Stadium,2004,Melbourne,1487228352&p_stn_num=086232,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1487228352&p_stn_num=086232,3.8
600,10,8,Adelaide,58,"18,224",2,Sunday,11,15,Geelong,101,No Match Report,May,Not Defined,2004-05-02 00:00:00,No time provided,Simonds Stadium,2004,Geelong,1519479636&p_stn_num=087162,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2004&p_c=-1519479636&p_stn_num=087162,0.2
